id,interval,timestamp,price,volume_24h,fetch_latency_ms
0,14:00,2026-02-02T18:52:05.210427Z,78562.0737741425,5499112256.28104,449.23
0,14:00,2026-02-02T18:52:10.210507Z,78562.0737741425,5499112256.28104,429.42
0,14:00,2026-02-02T18:52:15.210666Z,78618.1671923766,5500122298.85938,442.64
0,14:00,2026-02-02T18:52:20.210873Z,78573.4128792905,5499784437.10094,443.81
0,14:00,2026-02-02T18:52:25.211008Z,78613.4516091404,5500608569.15351,425.6
0,14:00,2026-02-02T18:52:30.211149Z,78622.4058612774,5500694300.19455,617.17
0,14:00,2026-02-02T18:52:35.211418Z,78622.4058612774,5500694300.19455,734.46
0,14:00,2026-02-02T18:52:40.211546Z,78624.7697995202,5500744549.27994,434.12
0,14:00,2026-02-02T18:52:45.211633Z,78593.1758253806,5501118541.28211,455.83
0,14:00,2026-02-02T18:52:50.211814Z,78608.6557883838,5501457871.49217,450.52
0,14:00,2026-02-02T18:52:55.211956Z,78614.3763929135,5501829214.65684,445.34
0,14:00,2026-02-02T18:53:00.212081Z,78608.6557883838,5501457871.49217,429.96
0,14:00,2026-02-02T18:53:05.212241Z,78616.1630347693,5502291420.53051,463.13
0,14:00,2026-02-02T18:53:10.212376Z,78612.5545629393,5501935687.39138,428.08
0,14:00,2026-02-02T18:53:15.212491Z,78614.8419954581,5502197309.67531,450.22
0,14:00,2026-02-02T18:53:20.212621Z,78605.0270529079,5502453679.78729,432.88
0,14:00,2026-02-02T18:53:25.212755Z,78596.0879495209,5502603621.45411,426.63
0,14:00,2026-02-02T18:53:30.212892Z,78582.9181480088,5503126449.19491,425.9
0,14:00,2026-02-02T18:53:35.213027Z,78578.4195116081,5503209801.91989,453.07
0,14:00,2026-02-02T18:53:40.213110Z,78580.4526837899,5503161368.21498,455.67
0,14:00,2026-02-02T18:53:45.213220Z,78578.4195116081,5503209801.91989,478.83
0,14:00,2026-02-02T18:53:50.213334Z,78620.7472959926,5503887422.58527,459.03
0,14:00,2026-02-02T18:53:55.213444Z,78620.9077138459,5503741069.00612,442.77
0,14:00,2026-02-02T18:54:00.213557Z,78630.0048608659,5503818880.28525,461.76
0,14:00,2026-02-02T18:54:05.213669Z,78617.5972119414,5503974272.07317,446.7
0,14:00,2026-02-02T18:54:10.214078Z,78592.8716447096,5504287537.76398,455.52
0,14:00,2026-02-02T18:54:15.214180Z,78617.354283627,5503993776.98494,1023.72
0,14:00,2026-02-02T18:54:20.214303Z,78610.1670610897,5504758548.85747,427.98
0,14:00,2026-02-02T18:54:25.214433Z,78610.0684287014,5504731531.27361,456.06
0,14:00,2026-02-02T18:54:30.214568Z,78598.097350059,5504521434.25021,457.12
0,14:00,2026-02-02T18:54:35.214667Z,78609.3224292829,5504839755.75533,444.1
0,14:00,2026-02-02T18:54:40.214798Z,78585.0372805064,5505053214.67463,433.46
0,14:00,2026-02-02T18:54:45.214921Z,78587.3900349692,5505079463.12678,669.21
0,14:00,2026-02-02T18:54:50.215038Z,78587.3900355012,5505079290.14357,447.67
0,14:00,2026-02-02T18:54:55.215153Z,78583.2963320447,5505476703.02358,436.65
0,14:00,2026-02-02T18:55:00.215242Z,78589.7443456191,5505605467.79877,493.64
0,14:00,2026-02-02T18:55:05.215387Z,78605.5167173872,5506252986.68333,448.4
0,14:00,2026-02-02T18:55:10.215477Z,78611.6341279626,5505993302.48569,446.31
0,14:00,2026-02-02T18:55:15.215563Z,78607.8479420493,5506594808.90631,469.09
0,14:00,2026-02-02T18:55:20.215650Z,78614.9532058447,5506668805.92149,452.46
0,14:00,2026-02-02T18:55:25.215742Z,78614.810352143,5506685999.30771,474.39
0,14:00,2026-02-02T18:55:30.215838Z,78620.8266831351,5507059580.52796,456.15
0,14:00,2026-02-02T18:55:35.215928Z,78624.801013413,5507140750.15481,1117.59
0,14:00,2026-02-02T18:55:40.216060Z,78624.801013413,5507140750.15481,430.46
0,14:00,2026-02-02T18:55:45.216153Z,78623.3921747594,5507154988.80083,425.21
0,14:00,2026-02-02T18:55:50.216238Z,78619.6594830793,5507420981.71077,468.07
0,14:00,2026-02-02T18:55:55.216347Z,78619.5115916077,5507519555.56954,482.32
